Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1005537,2021,103,11429.0,124 STREET NW,Plan: 8023194  Unit: 3,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,128000.0,RESIDENTIAL,100.0,,,,
1005537,2022,103,11429.0,124 STREET NW,Plan: 8023194  Unit: 3,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,121000.0,RESIDENTIAL,100.0,,,,
1005537,2023,103,11429.0,124 STREET NW,Plan: 8023194  Unit: 3,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,106000.0,RESIDENTIAL,100.0,,,,
1005545,2012,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101000.0,RESIDENTIAL,100.0,,,,
1005545,2013,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,97500.0,RESIDENTIAL,100.0,,,,
1005545,2014,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,103000.0,RESIDENTIAL,100.0,,,,
1005545,2015,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101500.0,RESIDENTIAL,100.0,,,,
1005545,2016,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,104000.0,RESIDENTIAL,100.0,,,,
1005545,2017,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,107500.0,RESIDENTIAL,100.0,,,,
1005545,2018,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,141000.0,RESIDENTIAL,100.0,,,,
1005545,2019,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,126000.0,RESIDENTIAL,100.0,,,,
1005545,2020,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,113500.0,RESIDENTIAL,100.0,,,,
1005545,2021,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,129000.0,RESIDENTIAL,100.0,,,,
1005545,2022,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,118500.0,RESIDENTIAL,100.0,,,,
1005545,2023,104,11429.0,124 STREET NW,Plan: 8023194  Unit: 4,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,95000.0,RESIDENTIAL,100.0,,,,
1005560,2012,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,119000.0,RESIDENTIAL,100.0,,,,
1005560,2013,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,117500.0,RESIDENTIAL,100.0,,,,
1005560,2014,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,124000.0,RESIDENTIAL,100.0,,,,
1005560,2015,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,126000.0,RESIDENTIAL,100.0,,,,
1005560,2016,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,130500.0,RESIDENTIAL,100.0,,,,
1005560,2017,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,135000.0,RESIDENTIAL,100.0,,,,
1005560,2018,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,140000.0,RESIDENTIAL,100.0,,,,
1005560,2019,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,130500.0,RESIDENTIAL,100.0,,,,
1005560,2020,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,119000.0,RESIDENTIAL,100.0,,,,
1005560,2021,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,134500.0,RESIDENTIAL,100.0,,,,
1005560,2022,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,126500.0,RESIDENTIAL,100.0,,,,
1005560,2023,105,11429.0,124 STREET NW,Plan: 8023194  Unit: 5,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,74.402,110500.0,RESIDENTIAL,100.0,,,,
1005578,2012,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,121500.0,RESIDENTIAL,100.0,,,,
1005578,2013,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,121000.0,RESIDENTIAL,100.0,,,,
1005578,2014,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,129500.0,RESIDENTIAL,100.0,,,,
1005578,2015,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,134000.0,RESIDENTIAL,100.0,,,,
1005578,2016,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,140500.0,RESIDENTIAL,100.0,,,,
1005578,2017,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,134000.0,RESIDENTIAL,100.0,,,,
1005578,2018,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,171000.0,RESIDENTIAL,100.0,,,,
1005578,2019,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,153500.0,RESIDENTIAL,100.0,,,,
1005578,2020,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,139000.0,RESIDENTIAL,100.0,,,,
1005578,2021,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,157500.0,RESIDENTIAL,100.0,,,,
1005578,2022,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,146500.0,RESIDENTIAL,100.0,,,,
1005578,2023,106,11429.0,124 STREET NW,Plan: 8023194  Unit: 6,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,124000.0,RESIDENTIAL,100.0,,,,
1005586,2012,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,98000.0,RESIDENTIAL,100.0,,,,
1005586,2013,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,95000.0,RESIDENTIAL,100.0,,,,
1005586,2014,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,100500.0,RESIDENTIAL,100.0,,,,
1005586,2015,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101500.0,RESIDENTIAL,100.0,,,,
1005586,2016,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,106000.0,RESIDENTIAL,100.0,,,,
1005586,2017,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,107500.0,RESIDENTIAL,100.0,,,,
1005586,2018,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,115500.0,RESIDENTIAL,100.0,,,,
1005586,2019,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,107500.0,RESIDENTIAL,100.0,,,,
1005586,2020,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,96500.0,RESIDENTIAL,100.0,,,,
1005586,2021,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,109500.0,RESIDENTIAL,100.0,,,,
1005586,2022,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101500.0,RESIDENTIAL,100.0,,,,
1005586,2023,107,11429.0,124 STREET NW,Plan: 8023194  Unit: 7,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,89500.0,RESIDENTIAL,100.0,,,,
1005594,2012,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,113000.0,RESIDENTIAL,100.0,,,,
1005594,2013,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,112000.0,RESIDENTIAL,100.0,,,,
1005594,2014,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,119000.0,RESIDENTIAL,100.0,,,,
1005594,2015,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,120000.0,RESIDENTIAL,100.0,,,,
1005594,2016,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,125000.0,RESIDENTIAL,100.0,,,,
1005594,2017,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,128000.0,RESIDENTIAL,100.0,,,,
1005594,2018,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,136500.0,RESIDENTIAL,100.0,,,,
1005594,2019,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,125500.0,RESIDENTIAL,100.0,,,,
1005594,2020,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,112500.0,RESIDENTIAL,100.0,,,,
1005594,2021,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,128000.0,RESIDENTIAL,100.0,,,,
1005594,2022,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,121000.0,RESIDENTIAL,100.0,,,,
1005594,2023,108,11429.0,124 STREET NW,Plan: 8023194  Unit: 8,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,105500.0,RESIDENTIAL,100.0,,,,
1005602,2012,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,98000.0,RESIDENTIAL,100.0,,,,
1005602,2013,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,95000.0,RESIDENTIAL,100.0,,,,
1005602,2014,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,100500.0,RESIDENTIAL,100.0,,,,
1005602,2015,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101500.0,RESIDENTIAL,100.0,,,,
1005602,2016,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,106000.0,RESIDENTIAL,100.0,,,,
1005602,2017,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,107500.0,RESIDENTIAL,100.0,,,,
1005602,2018,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,115500.0,RESIDENTIAL,100.0,,,,
1005602,2019,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,107500.0,RESIDENTIAL,100.0,,,,
1005602,2020,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,96500.0,RESIDENTIAL,100.0,,,,
1005602,2021,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,109500.0,RESIDENTIAL,100.0,,,,
1005602,2022,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,101500.0,RESIDENTIAL,100.0,,,,
1005602,2023,109,11429.0,124 STREET NW,Plan: 8023194  Unit: 9,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,82500.0,RESIDENTIAL,100.0,,,,
1005610,2012,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,116500.0,RESIDENTIAL,100.0,,,,
1005610,2013,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,115000.0,RESIDENTIAL,100.0,,,,
1005610,2014,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,121500.0,RESIDENTIAL,100.0,,,,
1005610,2015,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,123000.0,RESIDENTIAL,100.0,,,,
1005610,2016,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,127000.0,RESIDENTIAL,100.0,,,,
1005610,2017,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,131500.0,RESIDENTIAL,100.0,,,,
1005610,2018,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,137500.0,RESIDENTIAL,100.0,,,,
1005610,2019,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,128500.0,RESIDENTIAL,100.0,,,,
1005610,2020,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,116000.0,RESIDENTIAL,100.0,,,,
1005610,2021,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,131000.0,RESIDENTIAL,100.0,,,,
1005610,2022,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,123500.0,RESIDENTIAL,100.0,,,,
1005610,2023,110,11429.0,124 STREET NW,Plan: 8023194  Unit: 10,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.98,107000.0,RESIDENTIAL,100.0,,,,
1005628,2012,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,124000.0,RESIDENTIAL,100.0,,,,
1005628,2013,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,120000.0,RESIDENTIAL,100.0,,,,
1005628,2014,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,127000.0,RESIDENTIAL,100.0,,,,
1005628,2015,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,128000.0,RESIDENTIAL,100.0,,,,
1005628,2016,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,133000.0,RESIDENTIAL,100.0,,,,
1005628,2017,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,137500.0,RESIDENTIAL,100.0,,,,
1005628,2018,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,153000.0,RESIDENTIAL,100.0,,,,
1005628,2019,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,145500.0,RESIDENTIAL,100.0,,,,
1005628,2020,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,134000.0,RESIDENTIAL,100.0,,,,
1005628,2021,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,163000.0,RESIDENTIAL,100.0,,,,
1005628,2022,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,152000.0,RESIDENTIAL,100.0,,,,
1005628,2023,201,11429.0,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,73.595,128500.0,RESIDENTIAL,100.0,,,,
1005636,2012,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,103500.0,RESIDENTIAL,100.0,,,,
1005636,2013,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,98500.0,RESIDENTIAL,100.0,,,,
1005636,2014,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,104000.0,RESIDENTIAL,100.0,,,,
1005636,2015,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,105000.0,RESIDENTIAL,100.0,,,,
1005636,2016,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,110500.0,RESIDENTIAL,100.0,,,,
1005636,2017,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,112000.0,RESIDENTIAL,100.0,,,,
1005636,2018,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,118000.0,RESIDENTIAL,100.0,,,,
1005636,2019,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,109500.0,RESIDENTIAL,100.0,,,,
1005636,2020,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,100000.0,RESIDENTIAL,100.0,,,,
1005636,2021,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,114500.0,RESIDENTIAL,100.0,,,,
1005636,2022,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,107000.0,RESIDENTIAL,100.0,,,,
1005636,2023,202,11429.0,124 STREET NW,Plan: 8023194  Unit: 12,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.988,86500.0,RESIDENTIAL,100.0,,,,
1005651,2012,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,118500.0,RESIDENTIAL,100.0,,,,
1005651,2013,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,136000.0,RESIDENTIAL,100.0,,,,
1005651,2014,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,146500.0,RESIDENTIAL,100.0,,,,
1005651,2015,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,152000.0,RESIDENTIAL,100.0,,,,
1005651,2016,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,151000.0,RESIDENTIAL,100.0,,,,
1005651,2017,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,151000.0,RESIDENTIAL,100.0,,,,
1005651,2018,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,167500.0,RESIDENTIAL,100.0,,,,
1005651,2019,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,148000.0,RESIDENTIAL,100.0,,,,
1005651,2020,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,135500.0,RESIDENTIAL,100.0,,,,
1005651,2021,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,156500.0,RESIDENTIAL,100.0,,,,
1005651,2022,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,146500.0,RESIDENTIAL,100.0,,,,
1005651,2023,203,11429.0,124 STREET NW,Plan: 8023194  Unit: 13,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,71.173,124500.0,RESIDENTIAL,100.0,,,,
1005669,2012,204,11429.0,124 STREET NW,Plan: 8023194  Unit: 14,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971.0,N,RA8,57.18,102500.0,RESIDENTIAL,100.0,,,,
